date,load
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,18.180027777777777
2025-03-29,16.86111111111111
2025-03-30,76.66666666666667
2025-03-31,0.0
2025-04-01,39.861111111111114
2025-04-02,24.902777777777775
2025-04-03,0.0
2025-04-04,84.80555555555556
2025-04-05,47.55555555555556
2025-04-06,0.0
2025-04-07,56.041666666666664
2025-04-08,0.0
2025-04-09,35.638888888888886
2025-04-10,38.458333333333336
2025-04-11,0.0
2025-04-12,6.375
2025-04-13,22.77777777777778
2025-04-14,0.0
2025-04-15,31.5
2025-04-16,0.0
2025-04-17,20.833333333333336
2025-04-18,25.416666666666664
2025-04-19,0.0
2025-04-20,37.23611111111111
2025-04-21,51.967222222222226
2025-04-22,31.09722222222222
2025-04-23,0.0
2025-04-24,36.69444444444444
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,24.76388888888889
2025-04-28,0.0
2025-04-29,34.11111111111111
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,9.194444444444445
2025-05-03,30.208333333333332
2025-05-04,0.0
2025-05-05,0.0
2025-05-06,50.31944444444445
2025-05-07,0.0
2025-05-08,47.458333333333336
2025-05-09,47.15413690476191
2025-05-10,36.0
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,21.47222222222222
2025-05-14,0.0
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,43.666666666666664
2025-05-20,0.0
2025-05-21,48.486111111111114
2025-05-22,0.0
2025-05-23,0.0
2025-05-24,63.98633928571429
2025-05-25,31.618055555555557
2025-05-26,69.1388888888889
2025-05-27,0.0
2025-05-28,0.0
2025-05-29,46.80555555555556
2025-05-30,6.807043650793651
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,38.420525793650796
2025-06-05,55.831607142857145
2025-06-06,16.666746031746033
2025-06-07,17.15577380952381
2025-06-08,58.36919642857143
2025-06-09,17.37577380952381
2025-06-10,0.0
2025-06-11,54.925248015873024
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,80.9517857142857
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,82.64682539682539
2025-06-25,0.0
2025-06-26,25.95565277777778
2025-06-27,23.284930555555555
2025-06-28,6.327281746031746
2025-06-29,0.0
2025-06-30,72.82447420634921
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,17.959861111111106
2025-07-04,0.0
2025-07-05,29.077666666666666
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,39.58297619047619
2025-07-13,9.790565476190475
2025-07-14,0.0
2025-07-15,45.12659722222222
2025-07-16,0.0
2025-07-17,99.18063492063492
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,118.55869047619049
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,35.352229166666675
2025-08-02,50.76638888888889
2025-08-03,0.0
2025-08-04,19.686777777777777
2025-08-05,0.0
2025-08-06,94.58705357142857
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,12.423486111111112
2025-08-12,32.85995932539682
2025-08-13,12.732944444444442
2025-08-14,36.56387797619047
2025-08-15,0.0
2025-08-16,11.030798611111111
2025-08-17,39.70054861111112
2025-08-18,31.849404761904765
2025-08-19,12.761562500000002
2025-08-20,11.924708333333335
2025-08-21,35.95864781746032
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,37.85964484126984
2025-08-28,0.0
2025-08-29,40.58376785714286
2025-08-30,11.900388888888887
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,53.9215873015873
2025-09-03,0.0
2025-09-04,50.25141269841269
2025-09-05,8.838708333333335
2025-09-06,39.629552579365075
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,9.46125
2025-09-10,33.42207936507936
2025-09-11,0.0
2025-09-12,49.65114384920635
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,7.881500000000001
2025-09-17,38.842333333333336
2025-09-18,9.498958333333333
2025-09-19,32.94819444444444
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,49.328334325396824
2025-09-23,0.0
2025-09-24,11.123055555555554
2025-09-25,50.58354761904762
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,9.717722222222223
2025-09-29,34.699201388888895
2025-09-30,0.0
2025-10-01,52.54591666666667
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,59.834944444444446
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,49.30383829365079
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,9.471062499999999
2025-10-11,16.910376984126984
2025-10-12,0.0
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,5.930555555555555
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,22.34742063492063
2025-11-06,0.0
2025-11-07,33.3285119047619
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,27.49955158730159
2025-12-25,54.9659126984127
2025-12-26,38.34339880952381
2025-12-27,36.151250000000005
2025-12-28,42.17904365079365
2025-12-29,37.383805555555554
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,27.90116567460317
2026-01-02,58.39324404761905
2026-01-03,27.8398125
2026-01-04,48.170095238095236
2026-01-05,32.789414682539686
2026-01-06,33.68525694444445
2026-01-07,34.9017867063492
2026-01-08,56.16864682539682
2026-01-09,0.0
2026-01-10,28.618166666666664
2026-01-11,23.041602182539684
2026-01-12,39.307350198412706
2026-01-13,41.83175892857143
